class,tweets,clean_text
0,Ard 6 like dat lor.,ard 6 like dat lor
0,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",ltgt g saw days ago guy wants sell wifi ltgt 3g ltgt thats blanked
0,"Until 545 lor... Ya, can go 4 dinner together...",545 lor ya 4 dinner
0,Actually getting ready to leave the house.,actually getting ready leave house
0,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,becoz ltgt jan whn al post ofice holiday cn fr post oficegot duffer
0,"Sorry, I'll call later",sorry ill later
0,Hi. Hope you had a good day. Have a better night.,hi hope good day better night
0,Yup i've finished c �_ there...,yup ive finished c �
1,This is the 2nd time we have tried to contact u. U have won the �1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,2nd time tried contact u u won �1450 prize claim just 09053750005 b4 310303 tcsstop sms 08718725756 140ppm
0,"I'm back, lemme know when you're ready",im lemme know youre ready
0,"Probably not, I'm almost out of gas and I get some cash tomorrow",probably im gas cash tomorrow
0,Many more happy returns of the day. I wish you happy birthday.,happy returns day wish happy birthday
0,Are you the cutest girl in the world or what,cutest girl world
0,Unni thank you dear for the recharge..Rakhesh,unni thank dear rechargerakhesh
0,In meeting da. I will call you,meeting da
0,Yep get with the program. You're slacking.,yep program youre slacking
0,I dont thnk its a wrong calling between us,dont thnk wrong calling
0,How are you with moneY...as in to you...money aint a thing....how are you sha!,moneyas youmoney aint thinghow sha
0,I plane to give on this month end.,plane month end
0,Networking job is there.,networking job
0,How are you. Wish you a great semester,wish great semester
0,what is your account number?,account number
0,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",doing langport sorry ill probably bed 9pm sucks ill xmas go2sri lanka
0,S.s:)i thinl role is like sachin.just standing. Others have to hit.,ssi thinl role like sachinjust standing hit
0,Okay... I booked all already... Including the one at bugis.,okay booked including bugis
0,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith chennaii surely pick usno competition
0,Probably gonna swing by in a wee bit,probably gonna swing wee bit
0,Me fine..absolutly fine,fineabsolutly fine
0,Jay says that you're a double-faggot,jay says youre doublefaggot
0,See the forwarding message for proof,forwarding message proof
0,"Excellent, I'll see what riley's plans are",excellent ill rileys plans
1,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,urgent mobile number awarded �2000 prize guaranteed 09058094455 land line claim 3030 valid 12hrs
1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 weekstop sms08718727870
0,Lol they were mad at first but then they woke up and gave in.,lol mad woke gave
0,I am in hospital da. . I will return home in evening,hospital da return home evening
0,R u saying i should re order the slippers cos i had to pay for returning it.,r u saying order slippers cos pay returning
0,Yeah that'd pretty much be the best case scenario,yeah thatd pretty best case scenario
0,I will see in half an hour,half hour
0,We're done...,
0,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),excellent thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urself gn
0,"Come to mu, we're sorting out our narcotics situation",come mu sorting narcotics situation
0,So lets make it saturday or monday as per convenience.,lets make saturday monday convenience
0,Wat happened to the cruise thing,wat happened cruise thing
0,Dear i have reache room,dear reache room
0,Yeah it's jus rite...,yeah jus rite
1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",3 lions england tone reply lionm 4 mono lionp 4 poly 4 2 wwwringtonescouk original n best tones 3gbp network operator rates apply
0,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,better friday stuffed like pig yesterday feel bleh writhing pain kind bleh
0,We can go 4 e normal pilates after our intro...  ,4 e normal pilates intro
0,India have to take lead:),india lead
1,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,8007 free 1st week no1 nokia tone 4 ur mob week just txt nokia 8007 txting tell ur mates wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god created gap fingers comes amp fills gaps holding hand love
0,You got called a tool?,got called tool
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094599
0,I've not sent it. He can send me.,ive sent send
0,Ok lor.,ok lor
0,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,ok lor sony ericsson salesman ask shuhui say quite gd 2 use considering
0,"* Was really good to see you the other day dudette, been missing you!",really good day dudette missing
0,�� only send me the contents page...,�� send contents page
0,Oh did you charge camera,oh did charge camera
1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either �1000 cash or �200 prize. Just call 09066361921",2nd attempt contract u won weeks prize �1000 cash �200 prize just 09066361921
0,"see you then, we're all christmassy here!",christmassy
0,Tiwary to rcb.battle between bang and kochi.,tiwary rcbbattle bang kochi
0,Can �_ call me at 10:10 to make sure dat i've woken up...,� 1010 make sure dat ive woken
1,Moby Pub Quiz.Win a �100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP �1.50 008704050406 SP Arrow,moby pub quizwin �100 high street prize u know new duchess cornwall txt 82277unsub stop �150 008704050406 sp arrow
0,Normally i use to drink more water daily:),normally use drink water daily
0,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON��T LIKE ME LIKE THAT SO DON��T WORRY.",look amy ure beautiful intelligent woman like u lot know u don��t like like don��t worry
0,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",make just stuff happens pushes edge dont underdtand sorry sorry life
0,"Alright, see you in a bit",alright bit
0,S.i think he is waste for rr..,si think waste rr
0,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,lol know hey did great inpersonation flea forums love
0,U can call now...,u
0,I love to give massages. I use lots of baby oil... What is your fave position?,love massages use lots baby oil fave position
0,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf nt ovr chikkuali vargu lyfu meow meowd
0,when you and derek done with class?,derek class
0,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",lay man just let know missed thought great day send bimbo ugos numbers ill appreciate safe
0,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,im reading text just sent meant joke read light
0,"Well, I meant as opposed to my drunken night of before",meant opposed drunken night
0,U still painting ur wall?,u painting ur wall
1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,guess somebody know secretly fancies wanna 09065394514 landline datebox1282essexcm61xn 150pmin 18
0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,oh way food fridge want meal tonight
0,Haha... They cant what... At the most tmr forfeit... haha so how?,haha tmr forfeit haha
0,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",got ur mail dileepthank muchand look forward lots supportvery contacts hereremember venugopal mentionedtomorrow latei shall try come till theregoodnight dear
0,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,got lousy sleep kept waking 2 hours cat wanted come worry cold
0,Then she dun believe wat?,dun believe wat
0,Crazy ar he's married. �� like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazy ar hes married �� like gd looking guys frens like say hes korean leonas fave dun thk aft thinking mayb prob ill
0,i cant talk to you now.i will call when i can.dont keep calling.,talk nowi candont calling
0,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,say dying man feel sad just wanted know probably gone late night
0,There the size of elephant tablets & u shove um up ur ass!!,size elephant tablets u shove um ur ass
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",japanese proverb u itu indian version let itleave finally kerala version stop doing make strike
0,Nvm it's ok...,nvm ok
0,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",sorry man stash ran dry night pick sunday
0,His frens go then he in lor. Not alone wif my mum n sis lor.,frens lor wif mum n sis lor
0,"Awesome, lemme know whenever you're around",awesome lemme know youre
0,Can not use foreign stamps in this country. Good lecture .,use foreign stamps country good lecture
0,I have many dependents,dependents
1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",contacted dating service know land line 09050000878 pobox45w2tg150p
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,december mobile 11mths entitled update latest colour camera mobile free mobile update free 08002986906
0,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",hmmm imagine youve come home having rub feet make dinner help ready date sure ready kind life
0,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",bit ur smile hppnss drop ur tear sorrow ur heart life heart like wil care u forevr goodfriend
0,U still going to the mall?,u going mall
0,"Ya tel, wats ur problem..",ya tel wats ur problem
0,Why she wants to talk to me,wants talk
0,No messages on her phone. I'm holding it now,messages phone im holding
0,Havent.,havent
0,She's good. How are you. Where r u working now,shes good r u working
0,I am great! How are you?,great
0,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
1,08714712388 between 10am-7pm Cost 10p,08714712388 10am7pm cost 10p
0,But i haf enuff space got like 4 mb...,haf enuff space got like 4 mb
0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story man week bday wife didnt wish parents forgot n did kids went work colleagues did wish
0,And how's your husband.,hows husband
0,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",going intention run choose room clean dont say visitors maybe thats best choice yes wanted embarassed maybe youd feel feel friend wants drop buy say happened morning ive tried dont know
0,Where did u go? My phone is gonna die you have to stay in here,did u phone gonna die stay
0,"Dear relieved of westonzoyland, all going to plan this end too!",dear relieved westonzoyland going plan end
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",japanese proverb u itu indian version let itleave finally kerala version stop doing make strike
0,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,know need hotel just got invitation apologise cali sweet come english blokes weddin
0,"Found it, ENC  &lt;#&gt; , where you at?",enc ltgt
0,Po de :-):):-):-):-). No need job aha.,po need job aha
0,No plans yet. What are you doing ?,plans doing
0,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",indians r poor india poor country says swiss bank directors says ltgt lac crore indian money deposited swiss banks used taxless budget ltgt yrs ltgt crore jobs indians village delhi 4 lane roads forever free power suply ltgt social projects citizen monthly ltgt ltgt yrs need world bank amp imf loan think money blocked rich politicians rights corrupt politicians itna forward karo ki pura india padhegm
0,Arun can u transfr me d amt,arun u transfr d amt
1,RCT' THNQ Adrian for U text. Rgds Vatian,rct thnq adrian u text rgds vatian
0,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",got arrested possession shit lttimegt pm
0,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,yes outside like 2 hours called family wake cause started 1
0,He is world famamus....,world famamus
0,Hey tmr meet at bugis 930 ?,hey tmr meet bugis 930
0,Meet after lunch la...,meet lunch la
0,Ok,ok
0,We're finally ready fyi,finally ready fyi
0,Too late. I said i have the website. I didn't i have or dont have the slippers,late said website didnt dont slippers
0,Hmm thinking lor...,hmm thinking lor
0,No he didn't. Spring is coming early yay!,didnt spring coming early yay
0,Jus ans me lar. U'll noe later.,jus ans lar ull noe later
0,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),great princess love giving receiving oral doggy style fave position enjoy making love ltgt times night
0,"Awesome, be there in a minute",awesome minute
0,Its just the effect of irritation. Just ignore it,just effect irritation just ignore
0,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,havent mus ask u 1st wat meet 4 lunch den u n meet lor u wan 2 ask da ge 1st confirm w asap
0,I went to project centre,went project centre
0,U should make a fb list,u make fb list
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entry 2 weekly comp chance win ipod txt pod 80182 entry std txt rate tcs apply 08452810073 details 18
0,will you like to be spoiled? :),like spoiled
1,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",bangbabes ur order way u receive service msg 2 download ur content u goto wap bangb tv ur mobile internetservice menu
0,Minimum walk is 3miles a day.,minimum walk 3miles day
0,U wan 2 haf lunch i'm in da canteen now.,u wan 2 haf lunch im da canteen
0,I think i've fixed it can you send a test message?,think ive fixed send test message
0,I dont know exactly could you ask chechi.,dont know exactly ask chechi
1,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,private 2003 account statement fone shows 800 unredeemed s m points 08715203656 identifier code 42049 expires 261004
0,You call him now ok i said call him,ok said
0,Indeed and by the way it was either or - not both !,way
0,That's one of the issues but california is okay. No snow so its manageable,thats issues california okay snow manageable
0,Sorry i missed your call. Can you please call back.,sorry missed
0,I don't think he has spatula hands!,dont think spatula hands
0,I'll let you know when it kicks in,ill let know kicks
0,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,lifted hopes offer money need especially end month approaches hurts studying anyways gr8 weekend
0,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",bit ur smile hppnss drop ur tear sorrow ur heart life heart like wil care u forevr goodfriend
0,�� predict wat time �_'ll finish buying?,�� predict wat time �ll finish buying
0,After completed degree. There is no use in joining finance.,completed degree use joining finance
1,You have WON a guaranteed �1000 cash or a �2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,won guaranteed �1000 cash �2000 prize claim yr prize customer service representative 08714712394 10am7pm
0,did u get that message,did u message
0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,car appreciated dad having map reading semi argument apart things going ok p
0,So the sun is anti sleep medicine.,sun anti sleep medicine
0,Have your lunch and come quickly and open the door:),lunch come quickly open door
1,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,brand new mobile music service live free music player arrive shortly just install phone browse content artists
0,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),spending new years brother family lets plan meet week ready spoiled
0,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,thk fast xy suggest u dun wan ok going 2 rain leh got gd
0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,wat late early mah juz 4 dinner lor aiya dunno
0,"Thursday night? Yeah, sure thing, we'll work it out then",thursday night yeah sure thing work
1,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 �100 cash. Name the NEW US President? txt ans to 80082,thanks 4 continued support question week enter u in2 draw 4 �100 cash new president txt ans 80082
0,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,hi did u decide wot 2 4 bday ill prob jus voucher frm virgin sumfing
0,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",forgot takes 3 years shower sorry atyour phone dead
0,You still around? I could use a half-8th,use half8th
0,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,ltgt ish minutes 5 minutes ago wtf
0,Ok.,ok
1,You can donate �2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. �2.50 will be added to your next bill,donate �250 unicefs asian tsunami disaster support fund texting donate 864233 �250 added
0,Ard 515 like dat. Y?,ard 515 like dat y
1,"Final Chance! Claim ur �150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. �3.00 Subs 16",final chance claim ur �150 worth discount vouchers today text yes 85023 savamob member offers mobile t cs savamob pobox84 m263uz �300 subs 16
1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live 121 chat just 60pmin choose girl connect live 09094646899 cheap chat uks biggest live service vu bcm1896wc1n3xx
0,She went to attend another two rounds today..but still did't reach home..,went attend rounds todaybut didt reach home
1,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,want explicit sex 30 secs ring 02073162414 costs 20pmin
0,Lovely smell on this bus and it ain't tobacco... ,lovely smell bus aint tobacco
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entry 2 weekly comp chance win ipod txt pod 80182 entry std txt rate tcs apply 08452810073 details 18
0,Lol for real. She told my dad I have cancer,lol real told dad cancer
0,it's really getting me down just hanging around.,really getting just hanging
0,Oh yeah clearly it's my fault,oh yeah clearly fault
0,Send me your id and password,send id password
0,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,message sent askin ltgt dollars shoul pay ltgt ltgt
0,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",havent way app phone eh net cafe did job geeee need babe crave
0,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,yar lor wait 4 mum 2 finish sch lunch lor morning stay home clean room room quite clean hee
0,I didn't get the second half of that message,didnt second half message
0,1's finish meeting call me.,1s finish meeting
0,In which place i can get rooms cheap:-),place rooms cheap
1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,u secret admirer reveal thinks u r special 09065174042 opt reply reveal stop 150 msg recd cust care 07821230901
0,"We are hoping to get away by 7, from Langport. You still up for town tonight?",hoping away 7 langport town tonight
0,Oic... Then better quickly go bathe n settle down...,oic better quickly bathe n settle
0,Shall i send that exe to your mail id.,shall send exe mail id
0,Oh ho. Is this the first time u use these type of words,oh ho time u use type words
0,U come n search tat vid..not finishd..,u come n search tat vidnot finishd
0,"Haha, just what I was thinkin",haha just thinkin
0,O shore are you takin the bus,o shore takin bus
0,Hey we can go jazz power yoga hip hop kb and yogasana ,hey jazz power yoga hip hop kb yogasana
0,"If e timing can, then i go w u lor...",e timing w u lor
0,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",oh mr sheffield wanna play game okay youre boss im nanny raise ill
0,\Wen u miss someone,wen u miss
1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",dont prize customer tc wwwtcbiz 18 150pmin polo suite 373 london w1j 6hl busy
0,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",stop wondering wow going stop tming tm want laughs
0,No no:)this is kallis home ground.amla home town is durban:),nothis kallis home groundamla home town durban
0,"Nah I don't think he goes to usf, he lives around here though",nah dont think goes usf lives
0,East coast,east coast
0,See? I thought it all through,thought
0,Now get step 2 outta the way. Congrats again.,step 2 outta way congrats
0,No calls..messages..missed calls,callsmessagesmissed calls
1,"For ur chance to win a �250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",ur chance win �250 cash wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
0,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,posible dnt live ltgt century cm frwd n thnk different
0,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),aww thats time u said u missed asking missed u love
0,You are gorgeous! keep those pix cumming :) thank you!,gorgeous pix cumming thank
0,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",want pull just case just plan spending dont confidence derek taylors money management
0,Watching tv now. I got new job :),watching tv got new job
0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe love covers face kisses
0,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,lol just need cash nitros hurry come crash
0,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ill u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh
0,Ok lor...,ok lor
0,�� no home work to do meh... ,�� home work meh
0,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams
0,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",love know feel does make belly warm wish does love shall meet dreams ahmad adoring kiss
0,Haiyoh... Maybe your hamster was jealous of million,haiyoh maybe hamster jealous million
0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sad story man week bday wife didnt wish parents forgot n did kids went work colleagues did wish entered cabin pa said happy bday boss felt special askd 4 lunch lunch invited apartment went said u mind bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife parents kidz friends n colleagues screaming surprise waiting sofa naked
0,Cos darren say �_ considering mah so i ask �_...,cos darren say � considering mah ask �
0,"Aight, I'll ask a few of my roommates",aight ill ask roommates
1,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,free tones hope enjoyed new content text stop 61610 unsubscribe help08712400602450p provided tones2youcouk
0,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",good afternoon love job prospects missing lazy bleak hmmm happy filled love
0,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ha wouldnt say just didnt read way u dont like 2 judgementali save fridays pub
0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve d case man murdered ltdecimalgt ltgt afternoon 1his wife called police 2police questioned 3wife siri sleeping murder took place 4cook cooking 5gardener picking vegetables 6housemaid went 2 d post office 7children went 2 play 8neighbour went 2 marriage police arrested d murderer immediately whos reply reason u r brilliant
0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,luton 0125698789 ring ur h
0,I will be gentle princess! We will make sweet gentle love...,gentle princess make sweet gentle love
0,No message..no responce..what happend?,messageno responcewhat happend
0,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,supervisor 4 lor thk students havent ask tell u aft ask
0,Is that on the telly? No its Brdget Jones!,telly brdget jones
0,I need you to be in my strong arms...,need strong arms
0,Did u receive my msg?,did u receive msg
0,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",painful personal thought try everybody happy time recognises
0,What time you think you'll have it? Need to know when I should be near campus,time think youll need know near campus
0,That's my honeymoon outfit. :),thats honeymoon outfit
1,Urgent Ur �500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 �1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,urgent ur �500 guaranteed award unclaimed 09066368327 closingdate040902 claimcode m39m51 �150pmmorefrommobile2bremovedmobypobox734ls27yf
1,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,mobile 11 months u r entitled update latest colour mobiles camera free mobile update free 08002986030
0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",friendship game play word say doesnt start march ends tomorrow yesterday today e
0,K..u also dont msg or reply to his msg..,ku dont msg reply msg
0,I ask if u meeting da ge tmr nite...,ask u meeting da ge tmr nite
0,Great comedy..cant stop laughing da:),great comedycant stop laughing da
0,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",honey sweetheart darling sexy buns sugar plum loverboy miss boytoy smacks ass did gym
0,I am late. I will be there at,late
0,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,guy did bitching acted like id interested buying week gave free
0,I dont thnk its a wrong calling between us,dont thnk wrong calling
0,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,pls tell nelson bbs longer comin money expecting aint coming
0,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",abeg make profit start using sponsors event
